ADD,EPA,District ,Market,Month,Year,Commodity,Price
Mzuzu,Kazomba,Mzimba South,Mzimba,April,2024,Soya beans,1378.27
Mzuzu,Mbawa,Mzimba South,Embangweni,April,2024,Soya beans,816.7
Mzuzu,Champhira,Mzimba South,Jenda,April,2024,Soya beans,800
Mzuzu,Mpamba,Nkhata Bay,Mpamba,April,2024,Soya beans,
Mzuzu,Nkhata Bay,Nkhata Bay,Nkhata Bay,April,2024,Soya beans,
Mzuzu,Chintheche,Nkhata Bay,Chintheche,April,2024,Soya beans,
Salima,Nkhunga,Nkhotakota,Dwangwa,April,2024,Soya beans,1300
Salima,Linga,Nkhotakota,Nkhotakota,April,2024,Soya beans,
Salima,Mwansambo,Nkhotakota,Mwansambo,April,2024,Soya beans,
Salima,Tembwe,Salima,Salima,April,2024,Soya beans,1600
Kasungu,Chikwatula,Ntchisi,Ntchisi,April,2024,Soya beans,1000
Kasungu,Malomo,Ntchisi,Malomo,April,2024,Soya beans,1000
Kasungu,Nachisaka,Dowa East,Dowa,April,2024,Soya beans,
Kasungu,Mponela,Dowa West,Mponela,April,2024,Soya beans,
Kasungu,Madisi,Dowa West,Madisi,April,2024,Soya beans,
Kasungu,Bowe,Dowa West,Bowe,April,2024,Soya beans,887.5
Kasungu,Nambuma,Dowa West,Nambuma,April,2024,Soya beans,
Kasungu,Santhe,Kasungu,Santhe,April,2024,Soya beans,
Kasungu,Chipala,Kasungu,Kasungu,April,2024,Soya beans,
Kasungu,Chamama,Kasungu,Chamama,April,2024,Soya beans,
Kasungu,Kaluluma,Kasungu,Nkhamenya,April,2024,Soya beans,
Kasungu,Kaluluma,Kasungu,Chatoloma,April,2024,Soya beans,
Kasungu,Mkanda,Mchinji,Mkanda,April,2024,Soya beans,1183.3
Kasungu,Zulu,Mchinji,Mchinji,April,2024,Soya beans,1385.7
Lilongwe,Chilaza,Lilongwe West,Msundwe,April,2024,Soya beans,
Lilongwe,Demera,Lilongwe West,Kasiya,April,2024,Soya beans,733.3
Lilongwe,Chitsime,Lilongwe East,Lilongwe,April,2024,Soya beans,1200
Lilongwe,Mitundu,Lilongwe West,Mitundu,April,2024,Soya beans,850
Lilongwe,Chitsime,Lilongwe East,Nanjiri,April,2024,Soya beans,600
Lilongwe,Chitekwere,Lilongwe East,Nkhoma,April,2024,Soya beans,690
Lilongwe,Lobi,Dedza,Thete,April,2024,Soya beans,762.5
Lilongwe,Mtakataka,Dedza,Mtakataka,April,2024,Soya beans,
Lilongwe,Linthipe,Dedza,Chimbiya,April,2024,Soya beans,925.55
Lilongwe,Bembeke,Dedza,Bembeke Turn off,April,2024,Soya beans,
Lilongwe,Njolomole,Ntcheu,Lizulu,April,2024,Soya beans,
Lilongwe,Sharpevale,Ntcheu,Sharpevaley,April,2024,Soya beans,
Lilongwe,Tsangano,Ntcheu,Tsangano Turn off,April,2024,Soya beans,
Lilongwe,Nsipe,Ntcheu,Ntcheu,April,2024,Soya beans,1284.6
Lilongwe,Manjawira,Ntcheu,Ntonda,April,2024,Soya beans,
Machinga,Bazale,Balaka,Balaka,April,2024,Soya beans,1457.28
Machinga,Chikweo,Machinga,Ntaja,April,2024,Soya beans,
Machinga,Mpiya,Machinga,Namwera,April,2024,Soya beans,
Machinga,Mbwadzulu,Mangochi,Monkey Bay,April,2024,Soya beans,
Machinga,Nasenga,Mangochi,Mangochi,April,2024,Soya beans,
Machinga,Mtubwi,Machinga,Liwonde,April,2024,Soya beans,
Machinga,Mpokwa,Zomba,Jali,April,2024,Soya beans,
Machinga,Ngwelero,Zomba,Mayaka,April,2024,Soya beans,
Machinga,Thondwe,Zomba,Zomba,April,2024,Soya beans,
